path,n_samples,average_iptm,iptm>=0.6,best_iptm,average_ptm,average_confidence_score,best_ptm,best_confidence_score
1_cofolding_uncharacterised_adps_defences/UEM35124.1/acric5/uem35124.1_acric5,20,0.1285,FALSE,0.2,0.6885,0.2405,0.71,0.302
1_cofolding_uncharacterised_adps_defences/UEM35124.1/acric6/uem35124.1_acric6,20,0.3395,FALSE,0.5,0.6585,0.4033,0.7,0.54
1_cofolding_uncharacterised_adps_defences/UEM35124.1/acric7/uem35124.1_acric7,20,0.106,FALSE,0.13,0.6415,0.2131,0.63,0.23
1_cofolding_uncharacterised_adps_defences/UEM35125.1/acric10/uem35125.1_acric10,20,0.129,FALSE,0.17,0.4465,0.1925,0.46,0.228
1_cofolding_uncharacterised_adps_defences/UEM35125.1/acric5/uem35125.1_acric5,20,0.1115,FALSE,0.25,0.517,0.1926,0.57,0.314
1_cofolding_uncharacterised_adps_defences/UEM35125.1/acric6/uem35125.1_acric6,20,0.185,FALSE,0.35,0.399,0.2278,0.4,0.36
1_cofolding_uncharacterised_adps_defences/UEM35125.1/acric7/uem35125.1_acric7,20,0.1165,FALSE,0.19,0.492,0.1916,0.52,0.256
1_cofolding_uncharacterised_adps_defences/VUG01881.1/racc/vug01881.1_racc,20,0.4595,FALSE,0.64,0.7865,0.5249,0.83,0.678
1_cofolding_uncharacterised_adps_defences/VUG01882.1/racc/vug01882.1_racc,20,0.2775,FALSE,0.55,0.722,0.3664,0.8,0.6
1_cofolding_uncharacterised_adps_defences/WP_000283751.1/ipii/wp_000283751.1_ipii,20,0.289,FALSE,0.42,0.5585,0.3429,0.55,0.446
1_cofolding_uncharacterised_adps_defences/WP_000981388.1/vcrx089/wp_000981388.1_vcrx089,20,0.169,FALSE,0.21,0.535,0.2422,0.55,0.278
1_cofolding_uncharacterised_adps_defences/WP_000981388.1/vcrx090/wp_000981388.1_vcrx090,20,0.395,FALSE,0.51,0.571,0.4302,0.6,0.528
1_cofolding_uncharacterised_adps_defences/WP_001063204.1/vcrx089/wp_001063204.1_vcrx089,20,0.1265,FALSE,0.16,0.5385,0.2089,0.55,0.238
1_cofolding_uncharacterised_adps_defences/WP_001063204.1/vcrx090/wp_001063204.1_vcrx090,20,0.1685,FALSE,0.23,0.5695,0.2487,0.58,0.3
1_cofolding_uncharacterised_adps_defences/WP_001272447.1/vcrx089/wp_001272447.1_vcrx089,20,0.126,FALSE,0.15,0.467,0.1942,0.48,0.216
1_cofolding_uncharacterised_adps_defences/WP_001272447.1/vcrx090/wp_001272447.1_vcrx090,20,0.128,FALSE,0.21,0.4745,0.1973,0.5,0.268
1_cofolding_uncharacterised_adps_defences/WP_003439780.1/acrib2/wp_003439780.1_acrib2,20,0.403,FALSE,0.75,0.585,0.4394,0.73,0.746
1_cofolding_uncharacterised_adps_defences/WP_003439785.1/acrib2/wp_003439785.1_acrib2,20,0.373,FALSE,0.54,0.6445,0.4273,0.71,0.574
1_cofolding_uncharacterised_adps_defences/WP_004454738.1/acrib2/wp_004454738.1_acrib2,20,0.175,FALSE,0.23,0.7375,0.2875,0.75,0.334
1_cofolding_uncharacterised_adps_defences/WP_009903365.1/acrib2/wp_009903365.1_acrib2,20,0.165,FALSE,0.33,0.4855,0.2291,0.56,0.376
1_cofolding_uncharacterised_adps_defences/WP_010883984.1/ardu/wp_010883984.1_ardu,20,0.3885,FALSE,0.5,0.4105,0.3929,0.42,0.484
1_cofolding_uncharacterised_adps_defences/WP_010888895.1/ardu/wp_010888895.1_ardu,20,0.242,FALSE,0.34,0.513,0.2962,0.51,0.374
1_cofolding_uncharacterised_adps_defences/WP_010889379.1/ardu/wp_010889379.1_ardu,20,0.2985,FALSE,0.57,0.5285,0.3445,0.69,0.594
1_cofolding_uncharacterised_adps_defences/WP_011861557.1/acrib2/wp_011861557.1_acrib2,20,0.1105,FALSE,0.15,0.536,0.1956,0.55,0.23
1_cofolding_uncharacterised_adps_defences/WP_011861558.1/acrib2/wp_011861558.1_acrib2,20,0.098,FALSE,0.1,0.543,0.187,0.55,0.19
1_cofolding_uncharacterised_adps_defences/WP_011861560.1/acrib2/wp_011861560.1_acrib2,20,0.167,FALSE,0.34,0.6085,0.2553,0.66,0.404
1_cofolding_uncharacterised_adps_defences/WP_011861768.1/acrib2/wp_011861768.1_acrib2,20,0.28,FALSE,0.55,0.684,0.3608,0.73,0.586
1_cofolding_uncharacterised_adps_defences/WP_011861769.1/acrib2/wp_011861769.1_acrib2,20,0.3205,FALSE,0.44,0.745,0.4054,0.78,0.508
1_cofolding_uncharacterised_adps_defences/WP_011861770.1/acrib2/wp_011861770.1_acrib2,20,0.143,FALSE,0.17,0.572,0.2288,0.58,0.252
1_cofolding_uncharacterised_adps_defences/WP_011861771.1/acrib2/wp_011861771.1_acrib2,20,0.2195,FALSE,0.34,0.6545,0.3065,0.67,0.406
1_cofolding_uncharacterised_adps_defences/WP_011861772.1/acrib2/wp_011861772.1_acrib2,20,0.325,FALSE,0.63,0.627,0.3854,0.71,0.646
1_cofolding_uncharacterised_adps_defences/WP_014511983.1/acria1/wp_014511983.1_acria1,20,0.1025,FALSE,0.11,0.4995,0.1819,0.5,0.188
1_cofolding_uncharacterised_adps_defences/WP_014511991.1/acria1/wp_014511991.1_acria1,20,0.0885,FALSE,0.1,0.4715,0.1651,0.47,0.174
1_cofolding_uncharacterised_adps_defences/WP_014511993.1/acria1/wp_014511993.1_acria1,20,0.125,FALSE,0.23,0.538,0.2076,0.57,0.298
1_cofolding_uncharacterised_adps_defences/WP_014513740.1/acria1/wp_014513740.1_acria1,20,0.109,FALSE,0.17,0.4485,0.1769,0.42,0.22
1_cofolding_uncharacterised_adps_defences/WP_014513742.1/acria1/wp_014513742.1_acria1,20,0.0955,FALSE,0.11,0.43,0.1624,0.43,0.174
1_cofolding_uncharacterised_adps_defences/WP_014513743.1/acria1/wp_014513743.1_acria1,20,0.0845,FALSE,0.12,0.4705,0.1617,0.45,0.186
1_cofolding_uncharacterised_adps_defences/WP_014513744.1/acria1/wp_014513744.1_acria1,20,0.1305,FALSE,0.17,0.5075,0.2059,0.52,0.24
1_cofolding_uncharacterised_adps_defences/WP_014513745.1/acria1/wp_014513745.1_acria1,20,0.0885,FALSE,0.1,0.4185,0.1545,0.42,0.164
1_cofolding_uncharacterised_adps_defences/WP_014513746.1/acria1/wp_014513746.1_acria1,20,0.131,FALSE,0.14,0.5185,0.2085,0.53,0.218
1_cofolding_uncharacterised_adps_defences/WP_014513747.1/acria1/wp_014513747.1_acria1,20,0.0945,FALSE,0.11,0.4365,0.1629,0.44,0.176
1_cofolding_uncharacterised_adps_defences/WP_014513748.1/acria1/wp_014513748.1_acria1,20,0.104,FALSE,0.13,0.518,0.1868,0.53,0.21
1_cofolding_uncharacterised_adps_defences/WP_036362202.1/acric1/wp_036362202.1_acric1,20,0.0825,FALSE,0.11,0.323,0.1306,0.34,0.156
1_cofolding_uncharacterised_adps_defences/WP_046701023.1/acric1/wp_046701023.1_acric1,20,0.2015,FALSE,0.23,0.738,0.3088,0.75,0.334
1_cofolding_uncharacterised_adps_defences/WP_046701024.1/acric1/wp_046701024.1_acric1,20,0.1205,FALSE,0.16,0.5345,0.2033,0.55,0.238
1_cofolding_uncharacterised_adps_defences/WP_046701025.1/acric1/wp_046701025.1_acric1,20,0.138,FALSE,0.16,0.5035,0.2111,0.52,0.232
1_cofolding_uncharacterised_adps_defences/WP_046701026.1/acric1/wp_046701026.1_acric1,20,0.13,FALSE,0.14,0.5425,0.2125,0.55,0.222
1_cofolding_uncharacterised_adps_defences/WP_046701027.1/acric1/wp_046701027.1_acric1,20,0.1075,FALSE,0.08,0.467,0.1794,0.46,0.156
1_cofolding_uncharacterised_adps_defences/WP_080557576.1/acria1/wp_080557576.1_acria1,20,0.1315,FALSE,0.23,0.4665,0.1985,0.51,0.286
1_cofolding_uncharacterised_adps_defences/WP_080557577.1/acria1/wp_080557577.1_acria1,20,0.09,FALSE,0.11,0.441,0.1602,0.45,0.178
1_cofolding_uncharacterised_adps_defences/WP_205625755.1/acric1/wp_205625755.1_acric1,20,0.1085,FALSE,0.15,0.595,0.2058,0.6,0.24
1_cofolding_uncharacterised_adps_defences/WP_227086049.1/ardu/wp_227086049.1_ardu,20,0.1905,FALSE,0.32,0.352,0.2228,0.35,0.326
1_cofolding_uncharacterised_adps_defences/WP_227086050.1/ardu/wp_227086050.1_ardu,20,0.1125,FALSE,0.19,0.517,0.1934,0.52,0.256
1_cofolding_uncharacterised_adps_defences/WWV39453.1/acrib4/wwv39453.1_acrib4,20,0.1555,FALSE,0.25,0.489,0.2222,0.54,0.308
1_cofolding_uncharacterised_adps_defences/WWV39453.1/acrib5/wwv39453.1_acrib5,20,0.317,FALSE,0.38,0.628,0.3792,0.65,0.434
1_cofolding_uncharacterised_adps_defences/WWV39453.1/acrib6/wwv39453.1_acrib6,20,0.239,FALSE,0.37,0.528,0.2968,0.6,0.416
1_cofolding_uncharacterised_adps_defences/WWV39453.1/acrib7/wwv39453.1_acrib7,20,0.1225,FALSE,0.12,0.3785,0.1737,0.38,0.172
1_cofolding_uncharacterised_adps_defences/WWV39453.1/acrib9/wwv39453.1_acrib9,20,0.126,FALSE,0.2,0.5155,0.2039,0.54,0.268
1_cofolding_uncharacterised_adps_defences/WWV39454.1/acrib4/wwv39454.1_acrib4,20,0.124,FALSE,0.23,0.7375,0.2467,0.76,0.336
1_cofolding_uncharacterised_adps_defences/WWV39454.1/acrib5/wwv39454.1_acrib5,20,0.114,FALSE,0.17,0.6655,0.2243,0.67,0.27
1_cofolding_uncharacterised_adps_defences/WWV39454.1/acrib6/wwv39454.1_acrib6,20,0.462,FALSE,0.64,0.8155,0.5327,0.85,0.682
1_cofolding_uncharacterised_adps_defences/WWV39454.1/acrib7/wwv39454.1_acrib7,20,0.1305,FALSE,0.28,0.678,0.24,0.7,0.364
1_cofolding_uncharacterised_adps_defences/WWV39454.1/acrib8/wwv39454.1_acrib8,20,0.1325,FALSE,0.16,0.677,0.2414,0.69,0.266
1_cofolding_uncharacterised_adps_defences/WWV39454.1/acrib9/wwv39454.1_acrib9,20,0.1815,FALSE,0.34,0.6195,0.2691,0.65,0.402
1_cofolding_uncharacterised_adps_defences/WWV39455.1/acrib4/wwv39455.1_acrib4,20,0.126,FALSE,0.18,0.52,0.2048,0.53,0.25
1_cofolding_uncharacterised_adps_defences/WWV39455.1/acrib5/wwv39455.1_acrib5,20,0.0925,FALSE,0.17,0.442,0.1624,0.49,0.234
1_cofolding_uncharacterised_adps_defences/WWV39455.1/acrib6/wwv39455.1_acrib6,20,0.1585,FALSE,0.26,0.5405,0.2349,0.56,0.32
1_cofolding_uncharacterised_adps_defences/WWV39455.1/acrib7/wwv39455.1_acrib7,20,0.124,FALSE,0.17,0.4375,0.1867,0.45,0.226
1_cofolding_uncharacterised_adps_defences/WWV39455.1/acrib8/wwv39455.1_acrib8,20,0.0905,FALSE,0.13,0.4225,0.1569,0.44,0.192
1_cofolding_uncharacterised_adps_defences/WWV39455.1/acrib9/wwv39455.1_acrib9,20,0.1245,FALSE,0.2,0.3905,0.1777,0.41,0.242
1_cofolding_uncharacterised_adps_defences/WWV39456.1/acrib4/wwv39456.1_acrib4,20,0.1205,FALSE,0.15,0.7705,0.2505,0.78,0.276
1_cofolding_uncharacterised_adps_defences/WWV39456.1/acrib5/wwv39456.1_acrib5,20,0.2195,FALSE,0.26,0.736,0.3228,0.75,0.358
1_cofolding_uncharacterised_adps_defences/WWV39456.1/acrib6/wwv39456.1_acrib6,20,0.2975,FALSE,0.45,0.7855,0.3951,0.78,0.516
1_cofolding_uncharacterised_adps_defences/WWV39456.1/acrib7/wwv39456.1_acrib7,20,0.21,FALSE,0.35,0.74,0.316,0.76,0.432
1_cofolding_uncharacterised_adps_defences/WWV39456.1/acrib8/wwv39456.1_acrib8,20,0.416,FALSE,0.56,0.77,0.4868,0.79,0.606
1_cofolding_uncharacterised_adps_defences/WWV39456.1/acrib9/wwv39456.1_acrib9,20,0.4495,FALSE,0.59,0.73,0.5056,0.74,0.62
1_cofolding_uncharacterised_adps_defences/WWV39457.1/acrib4/wwv39457.1_acrib4,20,0.1415,FALSE,0.21,0.6155,0.2363,0.64,0.296
1_cofolding_uncharacterised_adps_defences/WWV39457.1/acrib5/wwv39457.1_acrib5,20,0.1225,FALSE,0.17,0.5485,0.2077,0.56,0.248
1_cofolding_uncharacterised_adps_defences/WWV39457.1/acrib6/wwv39457.1_acrib6,20,0.29,FALSE,0.53,0.641,0.3602,0.64,0.552
1_cofolding_uncharacterised_adps_defences/WWV39457.1/acrib8/wwv39457.1_acrib8,20,0.1335,FALSE,0.15,0.498,0.2064,0.5,0.22
1_cofolding_uncharacterised_adps_defences/WWV39457.1/acrib9/wwv39457.1_acrib9,20,0.1715,FALSE,0.29,0.5075,0.2387,0.54,0.34
1_cofolding_uncharacterised_adps_defences/WWV39458.1/acrib4/wwv39458.1_acrib4,20,0.1525,FALSE,0.22,0.6395,0.2499,0.65,0.306
1_cofolding_uncharacterised_adps_defences/WWV39458.1/acrib5/wwv39458.1_acrib5,20,0.1955,FALSE,0.35,0.578,0.272,0.59,0.398
1_cofolding_uncharacterised_adps_defences/WWV39458.1/acrib6/wwv39458.1_acrib6,20,0.2395,FALSE,0.32,0.665,0.3246,0.68,0.392
1_cofolding_uncharacterised_adps_defences/WWV39458.1/acrib7/wwv39458.1_acrib7,20,0.1945,FALSE,0.26,0.6025,0.2761,0.62,0.332
1_cofolding_uncharacterised_adps_defences/WWV39458.1/acrib8/wwv39458.1_acrib8,20,0.2255,FALSE,0.49,0.5755,0.2955,0.58,0.508
1_cofolding_uncharacterised_adps_defences/WWV39458.1/acrib9/wwv39458.1_acrib9,20,0.137,FALSE,0.18,0.528,0.2152,0.53,0.25
1_cofolding_uncharacterised_adps_defences/WWV39459.1/acrib5/wwv39459.1_acrib5,20,0.3155,FALSE,0.41,0.658,0.384,0.66,0.46
1_cofolding_uncharacterised_adps_defences/WWV39459.1/acrib6/wwv39459.1_acrib6,20,0.185,FALSE,0.23,0.7175,0.2915,0.74,0.332
1_cofolding_uncharacterised_adps_defences/WWV39459.1/acrib7/wwv39459.1_acrib7,20,0.3805,FALSE,0.64,0.682,0.4408,0.71,0.654
1_cofolding_uncharacterised_adps_defences/WWV39459.1/acrib8/wwv39459.1_acrib8,20,0.5555,FALSE,0.59,0.7455,0.5935,0.75,0.622
1_cofolding_uncharacterised_adps_defences/WWV39460.1/acrib4/wwv39460.1_acrib4,20,0.1525,FALSE,0.23,0.715,0.265,0.74,0.332
1_cofolding_uncharacterised_adps_defences/WWV39460.1/acrib5/wwv39460.1_acrib5,20,0.113,FALSE,0.16,0.626,0.2156,0.64,0.256
1_cofolding_uncharacterised_adps_defences/WWV39460.1/acrib6/wwv39460.1_acrib6,20,0.2965,FALSE,0.46,0.7565,0.3885,0.8,0.528
1_cofolding_uncharacterised_adps_defences/WWV39460.1/acrib7/wwv39460.1_acrib7,20,0.1185,FALSE,0.24,0.637,0.2222,0.65,0.322
1_cofolding_uncharacterised_adps_defences/WWV39460.1/acrib8/wwv39460.1_acrib8,20,0.1395,FALSE,0.17,0.6375,0.2391,0.65,0.266
1_cofolding_uncharacterised_adps_defences/WWV39460.1/acrib9/wwv39460.1_acrib9,20,0.1385,FALSE,0.23,0.565,0.2238,0.58,0.3
1_cofolding_uncharacterised_adps_defences/WWV39461.1/acrib4/wwv39461.1_acrib4,20,0.1005,FALSE,0.12,0.694,0.2192,0.7,0.236
1_cofolding_uncharacterised_adps_defences/WWV39461.1/acrib5/wwv39461.1_acrib5,20,0.0975,FALSE,0.16,0.6115,0.2003,0.62,0.252
1_cofolding_uncharacterised_adps_defences/WWV39461.1/acrib6/wwv39461.1_acrib6,20,0.454,FALSE,0.58,0.7615,0.5155,0.78,0.62
1_cofolding_uncharacterised_adps_defences/WWV39461.1/acrib7/wwv39461.1_acrib7,20,0.099,FALSE,0.14,0.625,0.2042,0.63,0.238
1_cofolding_uncharacterised_adps_defences/WWV39461.1/acrib8/wwv39461.1_acrib8,20,0.1145,FALSE,0.17,0.6235,0.2163,0.64,0.264
1_cofolding_uncharacterised_adps_defences/WWV39461.1/acrib9/wwv39461.1_acrib9,20,0.141,FALSE,0.24,0.5595,0.2247,0.57,0.306
1_cofolding_uncharacterised_adps_defences/gp29_gp30_gp29_gp30_gp29_0_V/gp54/gp29_gp30_gp29_gp30_gp29_0_v_gp54,20,0.1485,FALSE,0.16,0.4535,0.2095,0.46,0.22
